Consecutivo de pregunta;Pregunta;Variable homologada;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2000;1999;1998;;;
976;Universidad Distrital Francisco José de Caldas;P976;GP3_26;;;;;;;;;;;;;;;;
977;Secretaría General de la Alcaldía Mayor;P977;;GP1_1;GP1_1;P104_A;P104_A;P69_100;P69_1;P69_1;P69_1;;;;;;;;
978;Secretaría General de la Alcaldía Mayor;P978;;GP2_1;GP2_1;P105_A;P105_A;P70_100;P71_1;P71_1;P71_1;;;;;;;;
979;Secretaría General de la Alcaldía Mayor;P979;;GP3_1;GP3_1;P106_A;P106_A;;P70_1;P70_1;P70_1;;;;;;;;
980;Departamento Administrativo del Servicio Civil;P980;;GP1_2;GP1_2;P104_B;P104_B;P69_101;P69_2;P69_2;P69_2;;;;;;;;
981;Departamento Administrativo del Servicio Civil;P981;;GP2_2;GP2_2;P105_B;P105_B;P70_101;P71_2;P71_2;P71_2;;;;;;;;
982;Departamento Administrativo del Servicio Civil;P982;;GP3_2;GP3_2;P106_B;P106_B;;P70_2;P70_2;P70_2;;;;;;;;
983;Secretaría Distrital de Gobierno;P983;;GP1_3;GP1_3;P104_C;P104_C;P69_102;P69_3;P69_3;P69_3;;;;;;;;
984;Secretaría Distrital de Gobierno;P984;;GP2_3;GP2_3;P105_C;P105_C;P70_102;P71_3;P71_3;P71_3;;;;;;;;
985;Secretaría Distrital de Gobierno;P985;;GP3_3;GP3_3;P106_C;P106_C;;P70_3;P70_3;P70_3;;;;;;;;
986;Departamento Administrativo de la Defensoría del Espacio Público DADEP;P986;;GP1_4;GP1_4;P104_D;P104_D;P69_103;P69_4;P69_4;P69_4;;;;;;;;
987;Departamento Administrativo de la Defensoría del Espacio Público DADEP;P987;;GP2_4;GP2_4;P105_D;P105_D;P70_103;P71_4;P71_4;P71_4;;;;;;;;
988;Departamento Administrativo de la Defensoría del Espacio Público DADEP;P988;;GP3_4;GP3_4;P106_D;P106_D;;P70_4;P70_4;P70_4;;;;;;;;
989;Instituto Distrital de la Participación y Acción Comunal;P989;;GP1_5;GP1_5;P104_E;P104_E;P69_104;P69_5;P69_5;P69_5;;;;;;;;
990;Instituto Distrital de la Participación y Acción Comunal;P990;;GP2_5;GP2_5;P105_E;P105_E;P70_104;P71_5;P71_5;P71_5;;;;;;;;
991;Instituto Distrital de la Participación y Acción Comunal;P991;;GP3_5;GP3_5;P106_E;P106_E;;P70_5;P70_5;P70_5;;;;;;;;
992;Fondo de Prevención y Atención Emergencias FOPAE;P992;;GP1_6;GP1_6;P104_F;P104_F;P69_105;P69_6;P69_6;P69_6;;;;;;;;
993;Fondo de Prevención y Atención Emergencias FOPAE;P993;;GP2_6;GP2_6;P105_F;P105_F;P70_105;P71_6;P71_6;P71_6;;;;;;;;
994;Fondo de Prevención y Atención Emergencias FOPAE;P994;;GP3_6;GP3_6;P106_F;P106_F;;P70_6;P70_6;P70_6;;;;;;;;
995;Fondo de Vigilancia y Seguridad;P995;;GP1_7;GP1_7;P104_G;P104_G;P69_106;P69_7;P69_7;P69_7;;;;;;;;
996;Fondo de Vigilancia y Seguridad;P996;;GP2_7;GP2_7;P105_G;P105_G;P70_106;P71_7;P71_7;P71_7;;;;;;;;
997;Fondo de Vigilancia y Seguridad;P997;;GP3_7;GP3_7;P106_G;P106_G;;P70_7;P70_7;P70_7;;;;;;;;
998;Secretaría Distrital de Hacienda;P998;;GP1_8;GP1_8;P104_H;P104_H;P69_107;P69_8;P69_8;P69_8;;;;;;;;
999;Secretaría Distrital de Hacienda;P999;;GP2_8;GP2_8;P105_H;P105_H;P70_107;P71_8;P71_8;P71_8;;;;;;;;
1000;Secretaría Distrital de Hacienda;P1000;;GP3_8;GP3_8;P106_H;P106_H;;P70_8;P70_8;P70_8;;;;;;;;
1001;Unidad Administrativa Especial de Catastro Distrital;P1001;;GP1_9;GP1_9;P104_I;P104_I;P69_108;P69_9;P69_9;P69_9;;;;;;;;
1002;Unidad Administrativa Especial de Catastro Distrital;P1002;;GP2_9;GP2_9;P105_I;P105_I;P70_108;P71_9;P71_9;P71_9;;;;;;;;
1003;Unidad Administrativa Especial de Catastro Distrital;P1003;;GP3_9;GP3_9;P106_I;P106_I;;P70_9;P70_9;P70_9;;;;;;;;
1004;Fondo de Prestaciones Económicas, Cesantías y Pensiones FONCEP;P1004;;GP1_10;GP1_10;P104_J;P104_J;P69_109;P69_10;P69_10;P69_10;;;;;;;;
1005;Fondo de Prestaciones Económicas, Cesantías y Pensiones FONCEP;P1005;;GP2_10;GP2_10;P105_J;P105_J;P70_109;P71_10;P71_10;P71_10;;;;;;;;
1006;Fondo de Prestaciones Económicas, Cesantías y Pensiones FONCEP;P1006;;GP3_10;GP3_10;P106_J;P106_J;;P70_10;P70_10;P70_10;;;;;;;;
1007;Lotería de Bogotá;P1007;;GP1_11;GP1_11;P104_K;P104_K;P69_110;P69_11;P69_11;P69_11;;;;;;;;
1008;Lotería de Bogotá;P1008;;GP2_11;GP2_11;P105_K;P105_K;P70_110;P71_11;P71_11;P71_11;;;;;;;;
1009;Lotería de Bogotá;P1009;;GP3_11;GP3_11;P106_K;P106_K;;P70_11;P70_11;P70_11;;;;;;;;
1010;Secretaría Distrital de Planeación;P1010;;GP1_12;GP1_12;P104_L;P104_L;P69_111;P69_12;P69_12;P69_12;;;;;;;;
1011;Secretaría Distrital de Planeación;P1011;;GP2_12;GP2_12;P105_L;P105_L;P70_111;P71_12;P71_12;P71_12;;;;;;;;
1012;Secretaría Distrital de Planeación;P1012;;GP3_12;GP3_12;P106_L;P106_L;;P70_12;P70_12;P70_12;;;;;;;;
1013;Secretaría Distrital de Desarrollo Económico;P1013;;GP1_13;GP1_13;P104_M;P104_M;P69_112;P69_13;P69_13;P69_13;;;;;;;;
1014;Secretaría Distrital de Desarrollo Económico;P1014;;GP2_13;GP2_13;P105_M;P105_M;P70_112;P71_13;P71_13;P71_13;;;;;;;;
1015;Secretaría Distrital de Desarrollo Económico;P1015;;GP3_13;GP3_13;P106_M;P106_M;;P70_13;P70_13;P70_13;;;;;;;;
1016;Instituto para la Economía Social IPES;P1016;;GP1_14;GP1_14;P104_N;P104_N;P69_113;P69_14;P69_14;P69_14;;;;;;;;
1017;Instituto para la Economía Social IPES;P1017;;GP2_14;GP2_14;P105_N;P105_N;P70_113;P71_14;P71_14;P71_14;;;;;;;;
1018;Instituto para la Economía Social IPES;P1018;;GP3_14;GP3_14;P106_N;P106_N;;P70_14;P70_14;P70_14;;;;;;;;
1019;Corporación para el Desarrollo y la Productividad Bogotá Región;P1019;;GP1_15;GP1_15;P104_O;P104_O;P69_114;P69_15;P69_15;P69_15;;;;;;;;
1020;Corporación para el Desarrollo y la Productividad Bogotá Región;P1020;;GP2_15;GP2_15;P105_O;P105_O;P70_114;P71_15;P71_15;P71_15;;;;;;;;
1021;Corporación para el Desarrollo y la Productividad Bogotá Región;P1021;;GP3_15;GP3_15;P106_O;P106_O;;P70_15;P70_15;P70_15;;;;;;;;
1022;Secretaría de Educación del Distrito;P1022;;GP1_16;GP1_16;P104_P;P104_P;P69_115;P69_16;P69_16;P69_16;;;;;;;;
1023;Secretaría de Educación del Distrito;P1023;;GP2_16;GP2_16;P105_P;P105_P;P70_115;P71_16;P71_16;P71_16;;;;;;;;
1024;Secretaría de Educación del Distrito;P1024;;GP3_16;GP3_16;P106_P;P106_P;;P70_16;P70_16;P70_16;;;;;;;;
1025;Instituto para la Investigación Educativa y el Desarrollo Pedagógico IDEP;P1025;;GP1_17;GP1_17;P104_Q;P104_Q;P69_116;P69_17;P69_17;P69_17;;;;;;;;
1026;Instituto para la Investigación Educativa y el Desarrollo Pedagógico IDEP;P1026;;GP2_17;GP2_17;P105_Q;P105_Q;P70_116;P71_17;P71_17;P71_17;;;;;;;;
1027;Instituto para la Investigación Educativa y el Desarrollo Pedagógico IDEP;P1027;;GP3_17;GP3_17;P106_Q;P106_Q;;P70_17;P70_17;P70_17;;;;;;;;
1028;Universidad Distrital Francisco José de Caldas;P1028;;GP1_18;GP1_18;P104_R;P104_R;P69_117;P69_18;P69_18;P69_18;;;;;;;;
1029;Universidad Distrital Francisco José de Caldas;P1029;;GP2_18;GP2_18;P105_R;P105_R;P70_117;P71_18;P71_18;P71_18;;;;;;;;
1030;Universidad Distrital Francisco José de Caldas;P1030;;GP3_18;GP3_18;P106_R;P106_R;;P70_18;P70_18;P70_18;;;;;;;;
1031;Secretaría Distrital de Salud;P1031;;GP1_19;GP1_19;P104_S;P104_S;P69_118;P69_19;P69_19;P69_19;;;;;;;;
1032;Secretaría Distrital de Salud;P1032;;GP2_19;GP2_19;P105_S;P105_S;P70_118;P71_19;P71_19;P71_19;;;;;;;;
1033;Secretaría Distrital de Salud;P1033;;GP3_19;GP3_19;P106_S;P106_S;;P70_19;P70_19;P70_19;;;;;;;;
1034;Secretaría Distrital de Integración Social;P1034;;GP1_20;GP1_20;P104_T;P104_T;P69_119;P69_20;P69_20;P69_20;;;;;;;;
1035;Secretaría Distrital de Integración Social;P1035;;GP2_20;GP2_20;P105_T;P105_T;P70_119;P71_20;P71_20;P71_20;;;;;;;;
1036;Secretaría Distrital de Integración Social;P1036;;GP3_20;GP3_20;P106_T;P106_T;;P70_20;P70_20;P70_20;;;;;;;;
1037;Instituto para la Protección de la Niñez y la Juventud IDIPRON;P1037;;GP1_21;GP1_21;P104_U;P104_U;P69_120;P69_21;P69_21;P69_21;;;;;;;;
1038;Instituto para la Protección de la Niñez y la Juventud IDIPRON;P1038;;GP2_21;GP2_21;P105_U;P105_U;P70_120;P71_21;P71_21;P71_21;;;;;;;;
1039;Instituto para la Protección de la Niñez y la Juventud IDIPRON;P1039;;GP3_21;GP3_21;P106_U;P106_U;;P70_21;P70_21;P70_21;;;;;;;;
1040;Secretaría Distrital de Cultura, Recreación y Deporte;P1040;;GP1_22;GP1_22;P104_V;P104_V;P69_121;P69_22;P69_22;P69_22;;;;;;;;
1041;Secretaría Distrital de Cultura, Recreación y Deporte;P1041;;GP2_22;GP2_22;P105_V;P105_V;P70_121;P71_22;P71_22;P71_22;;;;;;;;
1042;Secretaría Distrital de Cultura, Recreación y Deporte;P1042;;GP3_22;GP3_22;P106_V;P106_V;;P70_22;P70_22;P70_22;;;;;;;;
1043;Instituto Distrital de Recreación y Deporte IDRD;P1043;;GP1_23;GP1_23;P104_W;P104_W;P69_3;P69_23;P69_23;P69_23;;;;;;;;
1044;Instituto Distrital de Recreación y Deporte IDRD;P1044;;GP2_23;GP2_23;P105_W;P105_W;P70_3;P71_23;P71_23;P71_23;;;;;;;;
1045;Instituto Distrital de Recreación y Deporte IDRD;P1045;;GP3_23;GP3_23;P106_W;P106_W;P69_122;P70_23;P70_23;P70_23;;;;;;;;
1046;Instituto Distrital de Turismo;P1046;;GP1_24;GP1_24;P104_X;P104_X;P70_122;P69_24;P69_24;P69_24;;;;;;;;
1047;Instituto Distrital de Turismo;P1047;;GP2_24;GP2_24;P105_X;P105_X;;P71_24;P71_24;P71_24;;;;;;;;
1048;Instituto Distrital de Turismo;P1048;;GP3_24;GP3_24;P106_X;P106_X;P69_123;P70_24;P70_24;P70_24;;;;;;;;
1049;Orquesta Filarmónica de Bogotá;P1049;;GP1_25;GP1_25;P104_Y;P104_Y;P70_123;P69_25;P69_25;P69_25;;;;;;;;
1050;Orquesta Filarmónica de Bogotá;P1050;;GP2_25;GP2_25;P105_Y;P105_Y;;P71_25;P71_25;P71_25;;;;;;;;
1051;Orquesta Filarmónica de Bogotá;P1051;;GP3_25;GP3_25;P106_Y;P106_Y;P69_124;P70_25;P70_25;P70_25;;;;;;;;
1052;Instituto Distrital del Patrimonio Cultural IDPC;P1052;;GP1_26;GP1_26;P104_Z;P104_Z;P70_124;P69_26;P69_26;P69_26;;;;;;;;
1053;Instituto Distrital del Patrimonio Cultural IDPC;P1053;;GP2_26;GP2_26;P105_Z;P105_Z;;P71_26;P71_26;P71_26;;;;;;;;
1054;Instituto Distrital del Patrimonio Cultural IDPC;P1054;;GP3_26;GP3_26;P106_Z;P106_Z;P69_33;P70_26;P70_26;P70_26;;;;;;;;
1055;Fundación Gilberto Alzate Avendaño;P1055;;GP1_27;GP1_27;P104_AA;P104_AA;P70_33;P69_27;P69_27;P69_27;;;;;;;;
1056;Fundación Gilberto Alzate Avendaño;P1056;;GP2_27;GP2_27;P105_AA;P105_AA;;P71_27;P71_27;P71_27;;;;;;;;
1057;Fundación Gilberto Alzate Avendaño;P1057;;GP3_27;GP3_27;P106_AA;P106_AA;P69_125;P70_27;P70_27;P70_27;;;;;;;;
1058;Canal Capital;P1058;;GP1_28;GP1_28;P104_BB;P104_BB;P70_125;P69_28;P69_28;P69_28;;;;;;;;
1059;Canal Capital;P1059;;GP2_28;GP2_28;P105_BB;P105_BB;;P71_28;P71_28;P71_28;;;;;;;;
1060;Canal Capital;P1060;;GP3_28;GP3_28;P106_BB;P106_BB;P69_126;P70_28;P70_28;P70_28;;;;;;;;
1061;Secretaría Distrital de Ambiente;P1061;;GP1_29;GP1_29;P104_CC;P104_CC;P70_126;P69_29;P69_29;P69_29;;;;;;;;
1062;Secretaría Distrital de Ambiente;P1062;;GP2_29;GP2_29;P105_CC;P105_CC;;P71_29;P71_29;P71_29;;;;;;;;
1063;Secretaría Distrital de Ambiente;P1063;;GP3_29;GP3_29;P106_CC;P106_CC;P69_127;P70_29;P70_29;P70_29;;;;;;;;
1064;"Jardín Botánico ""José Celestino Mutis""";P1064;;GP1_30;GP1_30;P104_DD;P104_DD;P70_127;P69_30;P69_30;P69_30;;;;;;;;
1065;"Jardín Botánico ""José Celestino Mutis""";P1065;;GP2_30;GP2_30;P105_DD;P105_DD;;P71_30;P71_30;P71_30;;;;;;;;
1066;"Jardín Botánico ""José Celestino Mutis""";P1066;;GP3_30;GP3_30;P106_DD;P106_DD;P69_4;P70_30;P70_30;P70_30;;;;;;;;
1067;Secretaría Distrital de Movilidad;P1067;;GP1_31;GP1_31;P104_EE;P104_EE;P70_4;P69_31;P69_31;P69_31;;;;;;;;
1068;Secretaría Distrital de Movilidad;P1068;;GP2_31;GP2_31;P105_EE;P105_EE;;P71_31;P71_31;P71_31;;;;;;;;
1069;Secretaría Distrital de Movilidad;P1069;;GP3_31;GP3_31;P106_EE;P106_EE;P69_128;P70_31;P70_31;P70_31;;;;;;;;
1070;Instituto de Desarrollo Urbano IDU;P1070;;GP1_32;GP1_32;P104_FF;P104_FF;P70_128;P69_32;P69_32;P69_32;;;;;;;;
1071;Instituto de Desarrollo Urbano IDU;P1071;;GP2_32;GP2_32;P105_FF;P105_FF;;P71_32;P71_32;P71_32;;;;;;;;
1072;Instituto de Desarrollo Urbano IDU;P1072;;GP3_32;GP3_32;P106_FF;P106_FF;P69_129;P70_32;P70_32;P70_32;;;;;;;;
1073;Fondo de Educación y Seguridad Vial FONDATT;P1073;;;;;P104_GG;P70_129;P69_33;P69_33;P71_A;;;;;;;;
1074;Fondo de Educación y Seguridad Vial FONDATT;P1074;;;;;P105_GG;;P71_33;P71_33;P71_B;;;;;;;;
1075;Fondo de Educación y Seguridad Vial FONDATT;P1075;;;;;P106_GG;P69_130;P70_33;P70_33;;;;;;;;;
1076;Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial;P1076;;GP1_33;GP1_33;P104_GG;P104_HH;P70_130;P69_34;P69_34;;;;;;;;;
1077;Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial;P1077;;GP2_33;GP2_33;P105_GG;P105_HH;;P71_34;P71_34;;;;;;;;;
1078;Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial;P1078;;GP3_33;GP3_33;P106_GG;P106_HH;P69_30;P70_34;P70_34;;;;;;;;;
1079;Empresa de Transporte del Tercer Milenio -Transmilenio S.A.;P1079;;GP1_34;GP1_34;P104_HH;P104_II;P70_30;P69_35;P69_35;;;;;;;;;
1080;Empresa de Transporte del Tercer Milenio -Transmilenio S.A.;P1080;;GP2_34;GP2_34;P105_HH;P105_II;;P71_35;P71_35;;;;;;;;;
1081;Empresa de Transporte del Tercer Milenio -Transmilenio S.A.;P1081;;GP3_34;GP3_34;P106_HH;P106_II;P69_131;P70_35;P70_35;;;;;;;;;
1082;Terminal de Transporte S.A.;P1082;;GP1_35;GP1_35;P104_II;P104_JJ;P70_131;P69_36;P69_36;;;;;;;;;
1083;Terminal de Transporte S.A.;P1083;;GP2_35;GP2_35;P105_II;P105_JJ;;P71_36;P71_36;;;;;;;;;
1084;Terminal de Transporte S.A.;P1084;;GP3_35;GP3_35;P106_II;P106_JJ;P69_25;P70_36;P70_36;;;;;;;;;
1085;Secretaría Distrital del Hábitat;P1085;;GP1_36;GP1_36;P104_JJ;P104_KK;P70_25;P69_37;P69_37;;;;;;;;;
1086;Secretaría Distrital del Hábitat;P1086;;GP2_36;GP2_36;P105_JJ;P105_KK;;P71_37;P71_37;;;;;;;;;
1087;Secretaría Distrital del Hábitat;P1087;;GP3_36;GP3_36;P106_JJ;P106_KK;P69_132;P70_37;P70_37;;;;;;;;;
1088;Caja de Vivienda Popular;P1088;;GP1_37;GP1_37;P104_KK;P104_LL;P70_132;P69_38;P69_38;;;;;;;;;
1089;Caja de Vivienda Popular;P1089;;GP2_37;GP2_37;P105_KK;P105_LL;;P71_38;P71_38;;;;;;;;;
1090;Caja de Vivienda Popular;P1090;;GP3_37;GP3_37;P106_KK;P106_LL;P69_133;P70_38;P70_38;;;;;;;;;
1091;Unidad Administrativa Especial de Servicios Públicos;P1091;;GP1_38;GP1_38;P104_LL;P104_MM;P70_133;P69_87;;;;;;;;;;
1092;Unidad Administrativa Especial de Servicios Públicos;P1092;;GP2_38;GP2_38;P105_LL;P105_MM;;P71_87;;;;;;;;;;
1093;Unidad Administrativa Especial de Servicios Públicos;P1093;;GP3_38;GP3_38;P106_LL;P106_MM;P69_28;P70_87;;;;;;;;;;
1094;Empresa de Renovación Urbana ERU;P1094;;GP1_39;GP1_39;P104_MM;P104_NN;P70_28;P69_88;;;;;;;;;;
1095;Empresa de Renovación Urbana ERU;P1095;;GP2_39;GP2_39;P105_MM;P105_NN;;P71_88;;;;;;;;;;
1096;Empresa de Renovación Urbana ERU;P1096;;GP3_39;GP3_39;P106_MM;P106_NN;P69_1;P70_88;;;;;;;;;;
1097;Metrovivienda;P1097;;GP1_40;GP1_40;P104_NN;P104_OO;P70_1;P69_89;;;;;;;;;;
1098;Metrovivienda;P1098;;GP2_40;GP2_40;P105_NN;P105_OO;;P71_89;;;;;;;;;;
1099;Metrovivienda;P1099;;GP3_40;GP3_40;P106_NN;P106_OO;P69_134;P70_89;;;;;;;;;;
1100;Empresa de Acueducto y Alcantarillado de Bogotá EAABESP;P1100;;GP1_41;GP1_41;P104_OO;P104_PP;P70_134;;;;;;;;;;;
1101;Empresa de Acueducto y Alcantarillado de Bogotá EAABESP;P1101;;GP2_41;GP2_41;P105_OO;P105_PP;;;;;;;;;;;;
1102;Empresa de Acueducto y Alcantarillado de Bogotá EAABESP;P1102;;GP3_41;GP3_41;P106_OO;P106_PP;P69_135;;;;;;;;;;;
1103;Empresa de Telecomunicaciones de Bogotá S.A. ETBESP;P1103;;GP1_42;GP1_42;P104_PP;P104_QQ;P70_135;;;;;;;;;;;
1104;Empresa de Telecomunicaciones de Bogotá S.A. ETBESP;P1104;;GP2_42;GP2_42;P105_PP;P105_QQ;;;;;;;;;;;;
1105;Empresa de Telecomunicaciones de Bogotá S.A. ETBESP;P1105;;GP3_42;GP3_42;P106_PP;P106_QQ;P69_136;;;;;;;;;;;
1106;Empresa de Energía de Bogotá S.A. EEBESP;P1106;;GP1_43;GP1_43;P104_QQ;P104_RR;P70_136;;;;;;;;;;;
1107;Empresa de Energía de Bogotá S.A. EEBESP;P1107;;GP2_43;GP2_43;P105_QQ;P105_RR;;;;;;;;;;;;
1108;Empresa de Energía de Bogotá S.A. EEBESP;P1108;;GP3_43;GP3_43;P106_QQ;P106_RR;P69_137;;;;;;;;;;;
1109;Personería de Bogotá;P1109;;GP1_44;GP1_44;P104_RR;P104_SS;P70_137;;;;;;;;;;;
1110;Personería de Bogotá;P1110;;GP2_44;GP2_44;P105_RR;P105_SS;;;;;;;;;;;;
1111;Personería de Bogotá;P1111;;GP3_44;GP3_44;P106_RR;P106_SS;P69_27;;;;;;;;;;;
1112;Contraloría de Bogotá;P1112;;GP1_45;GP1_45;P104_SS;P104_TT;P70_27;;;;;;;;;;;
1113;Contraloría de Bogotá;P1113;;GP2_45;GP2_45;P105_SS;P105_TT;;;;;;;;;;;;
1114;Contraloría de Bogotá;P1114;;GP3_45;GP3_45;P106_SS;P106_TT;P69_11;;;;;;;;;;;
1115;Veeduría Distrital;P1115;;GP1_46;GP1_46;P104_TT;P104_UU;P70_11;;;;;;;;;;;
1116;Veeduría Distrital;P1116;;GP2_46;GP2_46;P105_TT;P105_UU;;;;;;;;;;;;
1117;Veeduría Distrital;P1117;;GP3_46;GP3_46;P106_TT;P106_UU;P69_12;;;;;;;;;;;
1118;Alcaldías Locales;P1118;;GP1_47;GP1_47;P104_UU;P104_VV;P70_12;;;;;;;;;;;
1119;Alcaldías Locales;P1119;;GP2_47;GP2_47;P105_UU;P105_VV;;;;;;;;;;;;
1120;Alcaldías Locales;P1120;;GP3_47;GP3_47;P106_UU;P106_VV;P69_17;;;;;;;;;;;
1121;Juntas Administradoras Locales JAL;P1121;;GP1_48;GP1_48;P104_VV;P104_WW;P70_17;;;;;;;;;;;
1122;Juntas Administradoras Locales JAL;P1122;;GP2_48;GP2_48;P105_VV;P105_WW;;;;;;;;;;;;
1123;Juntas Administradoras Locales JAL;P1123;;GP3_48;GP3_48;P106_VV;P106_WW;P69_138;;;;;;;;;;;
1124;Policía Metropolitana de Bogotá;P1124;;GP1_49;GP1_49;P104_WW;P104_XX;P70_138;;;;;;;;;;;
1125;Policía Metropolitana de Bogotá;P1125;;GP2_49;GP2_49;P105_WW;P105_XX;;;;;;;;;;;;
1126;Policía Metropolitana de Bogotá;P1126;;GP3_49;GP3_49;P106_WW;P106_XX;P69_23;;;;;;;;;;;
1127;CODENSA;P1127;;GP1_50;GP1_50;P104_XX;P104_YY;P70_23;;;;;;;;;;;
1128;CODENSA;P1128;;GP2_50;GP2_50;P105_XX;P105_YY;;;;;;;;;;;;
1129;CODENSA;P1129;;GP3_50;GP3_50;P106_XX;P106_YY;P69_29;;;;;;;;;;;
1130;CADES;P1130;;GP1_51;GP1_51;P104_YY;P104_ZZ;P70_29;;;;;;;;;;;
1131;CADES;P1131;;GP2_51;GP2_51;P105_YY;P105_ZZ;;;;;;;;;;;;
1132;CADES;P1132;;GP3_51;GP3_51;P106_YY;P106_ZZ;P69_34;;;;;;;;;;;
1133;Red de bibliotecas públicas/ BIBLORED;P1133;;GP1_52;GP1_52;P104_ZZ;P104_AAA;P70_34;;;;;;;;;;;
1134;Red de bibliotecas públicas/ BIBLORED;P1134;;GP2_52;GP2_52;P105_ZZ;P105_AAA;;;;;;;;;;;;
1135;Red de bibliotecas públicas/ BIBLORED;P1135;;GP3_52;GP3_52;P106_ZZ;P105_AAA;P69_36;;;;;;;;;;;
1136;Súpercades;P1136;;GP1_53;GP1_53;P104_AAA;P104_BBB;P70_36;;;;;;;;;;;
1137;Súpercades;P1137;;GP2_53;GP2_53;P105_AAA;P105_BBB;;;;;;;;;;;;
1138;Súpercades;P1138;;GP3_53;GP3_53;P105_AAA;P106_BBB;P69_37;;;;;;;;;;;
1139;Comisarías de Familia;P1139;;GP1_54;GP1_54;P104_BBB;P104_CCC;P70_37;;;;;;;;;;;
1140;Comisarías de Familia;P1140;;GP2_54;GP2_54;P105_BBB;P105_CCC;;;;;;;;;;;;
1141;Comisarías de Familia;P1141;;GP3_54;GP3_54;P106_BBB;P106_CCC;P69_139;;;;;;;;;;;
1142;Curadurías Urbanas;P1142;;GP1_55;GP1_55;P104_CCC;P104_DDD;P70_139;;;;;;;;;;;
1143;Curadurías Urbanas;P1143;;GP2_55;GP2_55;P105_CCC;P105_DDD;;;;;;;;;;;;
1144;Curadurías Urbanas;P1144;;GP3_55;GP3_55;P106_CCC;P106_DDD;P69_87;;;;;;;;;;;
1145;Jueces de Paz;P1145;;GP1_56;GP1_56;P104_DDD;P104_EEE;P70_87;;;;;;;;;;;
1146;Jueces de Paz;P1146;;GP2_56;GP2_56;P105_DDD;P105_EEE;;;;;;;;;;;;
1147;Jueces de Paz;P1147;;GP3_56;GP3_56;P106_DDD;P106_EEE;P69_88;;;;;;;;;;;
1148;Casas de Justicia;P1148;;GP1_57;GP1_57;P104_EEE;P104_FFF;P70_88;;;;;;;;;;;
1149;Casas de Justicia;P1149;;GP2_57;GP2_57;P105_EEE;P105_FFF;;;;;;;;;;;;
1150;Casas de Justicia;P1150;;GP3_57;GP3_57;P106_EEE;P106_FFF;P69_140;;;;;;;;;;;
1151;Servicios Integrales para la Movilidad - Consorcio SIM;P1151;;GP1_58;GP1_58;P104_FFF;P104_GGG;P70_140;;;;;;;;;;;
1152;Servicios Integrales para la Movilidad - Consorcio SIM;P1152;;GP2_58;GP2_58;P105_FFF;P105_GGG;;;;;;;;;;;;
1153;Servicios Integrales para la Movilidad - Consorcio SIM;P1153;;GP3_58;GP3_58;P106_FFF;P106_GGG;P69_141;;;;;;;;;;;
1154;Gas Natural;P1154;;GP1_59;GP1_59;P104_GGG;P104_HHH;P70_141;;;;;;;;;;;
1155;Gas Natural;P1155;;GP2_59;GP2_59;P105_GGG;P105_HHH;;;;;;;;;;;;
1156;Gas Natural;P1156;;GP3_59;GP3_59;P106_GGG;P106_HHH;;;;;;;;;;;;
1157;CADEL (ahora se llaman DILE Dirección Local de Educación);P1157;;GP1_60;GP1_60;P104_HHH;P104_III;;;;;;;;;;;;
1158;CADEL (ahora se llaman DILE Dirección Local de Educación);P1158;;GP2_60;GP2_60;P105_HHH;P105_III;;;;;;;;;;;;
1159;CADEL (ahora se llaman DILE Dirección Local de Educación);P1159;;GP3_60;GP3_60;P106_HHH;P106_III;;;;;;;;;;;;
1160;Centros Operativos Locales de la Secretaría de Integración Social – COL -;P1160;;GP1_61;GP1_61;P104_III;P104JJJ;;;;;;;;;;;;
1161;Centros Operativos Locales de la Secretaría de Integración Social – COL -;P1161;;GP2_61;GP2_61;P105_III;P105JJJ;;;;;;;;;;;;
1162;Centros Operativos Locales de la Secretaría de Integración Social – COL -;P1162;;GP3_61;GP3_61;P106_III;P106JJJ;;;;;;;;;;;;
1163;¿cuáles serían los tres temas claves a los que debería prestarle más atención la Administración de la Ciudad? ;P1163;PR1;PR1;PR1;;;;;;;;;;;;;;
1164;¿En cuáles de los siguientes aspectos diría Usted que ha estado trabajando más la Administración de Gustavo Petro?;P1164;PR2;PR2;PR2;P107;P107;P72;P72;P72;P72;;;;;;;;
1165;Elaboración de planes de desarrollo de su localidad;P1165;;;;;;;;P73_1;P73_1;;;;;;;;
1166;Seguridad ciudadana y convivencia;P1166;;PR3_1;PR3_1;P108_1;P108_1;P73_33;P73_2;P73_2;P73_2;;;;;;;;
1167;Convivencia y solidaridad ciudadana;P1167;;;;;;;P73_3;P73_3;P73_3;;;;;;;;
1168;Educación pública;P1168;;PR3_2;PR3_2;P108_2;P108_2;P73_4;P73_4;P73_4;P73_4;;;;;;;;
1169;Salud pública;P1169;;PR3_3;PR3_3;P108_3;P108_3;P73_5;P73_5;P73_5;P73_5;;;;;;;;
1170;Vivienda de interés social;P1170;;PR3_4;PR3_4;P108_4;P108_4;P73_6;P73_6;P73_6;P73_6;;;;;;;;
1171;Productividad económica de la ciudad;P1171;;;;;;P73_7;P73_7;P73_7;P73_7;;;;;;;;
1172;Generación de empleo;P1172;;;;;;P73_8;P73_8;P73_8;P73_8;;;;;;;;
